p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.05,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.15,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.2,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.25,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.3,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.35,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.4,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.45,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.5,"416,515","74,524",0.15,"416,515","4,055","74,524","4,402",0.52,0.06,0.02
0.55,"4,055","4,402",0.52,"420,570",0,"78,926",0,nan,0.00,0.00
0.6,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.65,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.75,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.85,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.95,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
